PROGRAMÁTICA,VALOR FINAL ARREDONDADO
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.18.452.0007.1.003.3.3.90.39.01.110.0000,"0,00 "
11.001.18.452.0007.1.003.3.3.90.39.05.800.0000 ,"0,00 "
11.001.18.543.0007.2.037.3.3.90.39.01.110.0000,"46.878.749,00 "
11.001.18.544.0005.1.007.4.4.90.51.01.110.0000,"0,00 "
11.001.18.544.0005.1.007.4.4.90.51.01.110.0000,"0,00 "
11.001.18.544.0005.1.007.4.4.90.51.01.110.0000,"0,00 "
11.001.18.544.0005.1.007.4.4.90.51.01.110.0000,"0,00 "
11.001.18.544.0005.1.007.4.4.90.51.01.110.0000,"0,00 "
11.001.18.544.0005.1.007.4.4.90.51.07.100.0000,"1,00 "
11.001.18.544.0005.1.007.4.4.90.51.02.100.0000,"0,00 "
11.001.18.544.0005.1.008.4.4.90.51.01.110.0000,"1,00 "
11.001.18.544.0005.2.035.3.3.90.39.01.110.0000,"0,00 "
11.001.27.812.0010.1.003.4.4.90.51.01.110.0000,"0,00 "
11.001.27.812.0010.1.003.4.4.90.51.02.100.0000,"0,00 "
11.008.17.452.0007.2.039.3.3.90.39.01.110.0000,"43.439.415,00 "
11.008.17.452.0007.2.039.4.4.90.51.07.100.0000,"1,00 "
11.008.17.452.0007.2.039.3.3.90.39.03.100.0401,"94.200.000,00 "
11.014.04.122.0011.2.011.3.3.90.30.03.100.1103 ,"90.000,00 "
11.014.04.122.0011.2.011.3.3.90.30.03.100.1103 ,"70.000,00 "
11.014.04.122.0011.2.011.3.3.90.39.03.100.1103 ,"216.700,00 "
11.014.04.122.0011.2.011.3.3.90.39.03.100.1103 ,"80.000,00 "
11.014.04.122.0011.2.011.4.4.90.52.03.100.1103,"180.000,00 "
11.014.04.122.0011.2.011.4.5.90.62.01.110.0000,"1,00 "
11.014.04.122.0011.2.011.4.5.90.62.03.100.1103 ,"1.200.000,00 "
11.014.04.122.0011.2.011.3.3.90.39.03.100.1102,"0,00 "
11.014.18.543.0007.2.037.3.3.90.39.03.100.1103 ,"0,00 "
11.014.18.543.0007.2.037.3.3.90.39.03.100.1111,"10.092.000,00 "
12.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
12.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
12.001.04.126.0002.2.007.3.3.90.39.01.110.0000,"0,00 "
12.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"72.075,00 "
12.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
12.001.27.811.0010.2.030.3.3.90.39.01.110.0000,"250.000,00 "
12.001.27.811.0010.2.030.3.3.90.39.01.110.0000,"1.200.000,00 "
12.001.27.811.0010.2.030.3.3.90.39.01.110.0000,"880.000,00 "
12.001.27.811.0010.2.030.3.3.90.48.01.110.0000,"1.500.000,00 "
12.001.27.811.0010.2.030.3.3.90.48.01.110.0000,"4.700.000,00 "
12.001.27.811.0010.2.030.4.4.90.51.01.110.0000,"1,00 "
12.001.27.812.0010.1.002.3.3.90.39.01.110.0000,"58.659,00 "
12.001.27.812.0010.1.002.4.4.90.51.07.100.0000,"1,00 "
12.001.27.812.0010.1.002.3.3.90.39.01.110.0000,"1,00 "
12.001.27.812.0010.1.003.3.3.90.39.01.110.0000,"1,00 "
12.001.27.812.0010.1.003.4.4.90.51.01.110.0000,"1,00 "
12.001.27.812.0010.1.003.4.4.90.51.01.110.0000,"0,00 "
12.001.27.812.0010.2.011.3.3.90.30.01.110.0000,"26.888,00 "
12.001.27.812.0010.2.011.3.3.90.30.01.110.0000,"42.398,00 "
12.001.27.812.0010.2.011.3.3.90.39.01.110.0000,"1.700.000,00 "
12.001.27.812.0010.2.011.3.3.90.39.01.110.0000,"0,00 "
12.001.27.812.0010.2.011.3.3.90.40.01.110.0000,"0,00 "
12.001.27.812.0010.2.011.4.4.90.52.01.110.0000,"0,00 "
12.001.27.812.0010.2.011.4.4.90.52.01.110.0000,"0,00 "
12.001.27.812.0010.2.011.4.4.90.52.01.110.0000,"0,00 "
12.001.27.812.0010.2.011.4.4.90.52.01.110.0000,"0,00 "
12.001.27.812.0010.2.028.3.3.50.39.01.110.0000,"675.792,00 "
12.001.27.812.0010.2.030.4.4.90.51.01.110.0000,"1,00 "
12.001.27.812.0010.2.031.3.3.90.39.01.110.0000,"1,00 "
12.001.27.812.0010.2.032.3.3.90.39.01.110.0000,"1,00 "
13.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
13.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
13.001.04.121.0004.1.001.3.3.90.39.01.110.0000,"0,00 "
13.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
13.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"80.000,00 "
13.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"100.000,00 "
13.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"15.000,00 "
13.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"177.302,00 "
13.001.04.122.0001.2.011.3.3.90.39.01.110.0000,"1.000.000,00 "
13.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
13.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
13.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
13.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"0,00 "
13.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
13.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"10.000,00 "
13.001.15.451.0005.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.15.451.0005.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.15.451.0005.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.15.451.0005.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.15.451.0005.1.009.4.4.90.51.05.100.0000,"0,00 "
13.001.15.451.0005.1.009.4.4.90.51.05.100.0000,"0,00 "
13.001.15.451.0005.1.009.4.4.90.51.05.100.0000,"0,00 "
13.001.16.244.0012.2.040.3.3.90.48.01.110.0000,"1,00 "
13.001.16.244.0012.2.040.3.3.90.48.03.100.0000,"9.819.031,00 "
13.001.16.482.0012.1.009.4.4.90.51.01.110.0000,"1,00 "
13.001.16.482.0012.1.009.4.4.90.51.05.100.0000,"14.566.102,00 "
13.001.16.482.0012.1.009.4.4.90.51.01.110.0000,"36.462,00 "
13.001.16.482.0012.1.009.4.4.90.51.01.110.0000,"1,00 "
13.001.16.482.0012.1.009.4.4.90.51.07.100.0000,"1,00 "
13.001.16.482.0012.1.009.4.4.90.51.05.100.0000,"777.197,00 "
13.001.16.482.0012.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.07.100.0000,"1,00 "
13.001.16.482.0012.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.01.110.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.05.100.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.05.100.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.05.100.0000,"478.745,00 "
13.001.16.482.0012.1.009.4.4.90.51.05.800.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.07.100.0000,"1,00 "
13.001.16.482.0012.1.009.4.4.90.51.07.100.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.07.100.0000,"0,00 "
13.001.16.482.0012.1.009.4.4.90.51.07.100.0000,"0,00 "
13.001.16.482.0012.1.010.4.4.90.51.01.110.0000,"1,00 "
13.001.16.482.0012.1.010.4.4.90.51.03.100.1301,"1.163.998,00 "
13.001.16.482.0012.1.010.4.4.90.51.03.100.0000,"1.676.968,00 "
13.001.16.482.0012.1.010.4.4.90.51.05.100.0000,"16.866.643,00 "
13.001.16.482.0012.1.011.3.3.90.39.01.110.0000,"1,00 "
13.001.16.482.0012.1.011.3.3.90.39.01.110.0000,"0,00 "
13.001.16.482.0012.1.011.3.3.90.39.01.110.0000,"1,00 "
13.001.16.482.0012.1.011.3.3.90.39.05.100.0000,"0,00 "
13.001.16.482.0012.1.011.3.3.90.39.05.100.0000,"0,00 "
13.001.16.482.0012.1.011.3.3.90.39.05.100.0000,"0,00 "
13.001.16.482.0012.1.012.4.4.90.51.01.110.0000,"1,00 "
13.001.16.482.0012.1.012.4.4.90.51.01.110.0000,"1,00 "
13.001.16.482.0012.1.013.4.4.90.51.01.110.0000,"1,00 "
13.001.16.482.0012.1.014.4.4.90.51.01.110.0000,"1,00 "
13.008.15.451.0005.1.009.4.4.90.51.03.100.1301,"1,00 "
13.008.15.451.0005.1.009.4.4.90.51.03.100.1301,"0,00 "
13.008.15.451.0005.1.009.4.4.90.51.03.100.1301,"0,00 "
13.008.15.451.0005.1.009.4.4.90.51.03.100.1301,"0,00 "
13.008.15.451.0005.1.009.4.4.90.51.03.100.1301,"0,00 "
13.008.15.451.0005.1.009.4.4.90.51.03.100.1301,"0,00 "
13.008.15.451.0005.1.009.4.4.90.51.03.100.1301,"0,00 "
13.008.16.482.0012.1.013.4.4.90.51.03.100.1301,"1,00 "
14.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"1,00 "
14.001.04.121.0004.1.001.3.3.90.35.01.110.0000,"0,00 "
14.001.04.122.0001.2.005.3.3.90.39.01.110.0000,"1,00 "
14.001.04.122.0001.2.006.3.3.90.39.01.110.0000,"1,00 "
14.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"1,00 "
14.001.04.122.0001.2.011.3.3.90.30.02.500.1402,"129.999,00 "
14.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"180.000,00 "
14.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"30.000,00 "
14.001.04.122.0001.2.011.3.3.90.30.01.110.0000,"10.000,00 "
14.001.04.122.0001.2.011.3.3.90.93.01.110.0000,"5.000,00 "
14.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"150.000,00 "
14.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"0,00 "
14.001.04.122.0001.2.011.4.4.90.52.01.110.0000,"20.000,00 "
14.001.04.126.0002.2.007.3.3.90.40.01.110.0000,"662.465,00 "
14.001.04.126.0002.2.007.3.3.90.40.03.500.1402,"440.007,00 "
14.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"1,00 "
14.001.04.131.0002.2.005.3.3.90.39.01.110.0000,"250.000,00 "
14.001.08.241.0018.2.041.3.3.50.39.01.110.0000,"20.000,00 "
14.001.08.241.0018.2.041.3.3.50.39.03.500.1401,"1.103.991,00 "
14.001.08.241.0018.2.041.3.3.90.30.01.110.0000,"20.000,00 "
14.001.08.241.0018.2.041.3.3.90.30.03.500.1401,"1,00 "
14.001.08.241.0018.2.041.3.3.90.36.01.110.0000,"5.000,00 "
14.001.08.241.0018.2.041.3.3.90.36.03.500.1401,"1,00 "
14.001.08.241.0018.2.041.3.3.90.39.01.110.0000,"30.000,00 "
14.001.08.241.0018.2.041.3.3.90.39.03.500.1401,"1,00 "
14.001.08.241.0018.2.041.4.4.90.52.01.110.0000,"30.000,00 "
14.001.08.241.0018.2.041.4.4.90.52.03.500.1401,"1,00 "
14.001.08.245.0018.2.026.3.3.90.39.01.110.0000,"70.300,00 "
14.001.08.245.0018.2.041.4.4.90.52.01.110.0000,"20.000,00 "
14.001.08.246.0018.2.027.3.3.90.39.01.110.0000,"3.256.000,00 "
14.001.08.246.0019.2.024.3.3.90.48.01.110.0000,"63.800.000,00 "
14.005.04.131.0002.2.005.3.3.90.39.02.500.1402,"76.667,00 "
14.005.04.131.0002.2.005.3.3.90.39.02.500.1402,"76.667,00 "
14.005.04.131.0002.2.005.3.3.90.39.05.500.0000,"76.667,00 "
14.005.04.131.0002.2.005.3.3.90.39.05.500.0000,"76.667,00 "
14.005.08.122.0018.2.011.3.3.90.30.05.500.0000,"0,00 "
14.005.08.122.0018.2.011.3.3.90.30.05.510.0000,"12.500,00 "
14.005.08.122.0018.2.011.3.3.90.39.05.500.0000,"0,00 "
14.005.08.122.0018.2.011.3.3.90.39.05.510.0000,"12.500,00 "
14.005.08.122.0018.2.011.4.4.90.52.05.500.0000,"0,00 "
14.005.08.122.0018.2.011.4.4.90.52.05.510.0000,"12.500,00 "
14.005.08.245.0018.1.003.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.30.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.30.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.30.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.30.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.30.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.30.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.30.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.39.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.39.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.39.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.39.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.39.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.3.3.90.39.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.50.52.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.50.52.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.51.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.51.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.51.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.51.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.51.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.51.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.51.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.52.01.110.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.1.003.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.005.3.3.90.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.005.3.3.90.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.005.3.3.90.39.02.500.1402,"150.000,00 "
14.005.08.245.0018.2.005.3.3.90.39.05.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"60.800,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"91.200,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"91.200,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"152.000,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"167.200,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"167.200,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"182.400,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"197.600,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.50.39.05.500.1402,"258.399,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.50.39.05.500.1402,"303.999,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"91.200,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"121.600,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.50.39.05.500.1402,"182.399,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"182.400,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.50.39.05.500.1402,"303.999,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.50.39.05.500.1402,"334.399,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"307.219,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"364.800,00 "
14.005.08.245.0018.2.015.3.3.50.39.05.500.1402,"27.181,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"395.200,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.50.39.05.500.1402,"516.799,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.50.39.05.500.1402,"607.999,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"182.400,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.90.30.01.500.0000,"200.000,00 "
14.005.08.245.0018.2.015.3.3.90.30.01.500.0000,"100.000,00 "
14.005.08.245.0018.2.015.3.3.90.30.01.500.0000,"30.000,00 "
14.005.08.245.0018.2.015.3.3.90.30.01.500.0000,"50.000,00 "
14.005.08.245.0018.2.015.3.3.90.30.05.500.0000,"300.000,00 "
14.005.08.245.0018.2.015.3.3.90.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.90.39.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.3.3.90.39.02.500.1402,"1,00 "
14.005.08.245.0018.2.015.3.3.90.39.02.500.1402,"200.000,00 "
14.005.08.245.0018.2.015.3.3.90.39.05.500.0000,"20.000,00 "
14.005.08.245.0018.2.015.3.3.90.39.05.500.0000,"200.000,00 "
14.005.08.245.0018.2.015.3.3.90.39.05.500.0000,"214.536,00 "
14.005.08.245.0018.2.015.3.3.90.39.05.500.0000,"0,00 "
14.005.08.245.0018.2.015.3.3.90.39.05.500.0000,"150.000,00 "
14.005.08.245.0018.2.015.3.3.90.39.05.500.0000,"200.000,00 "
14.005.08.245.0018.2.015.3.3.90.93.01.500.0000,"5.000,00 "
14.005.08.245.0018.2.015.3.3.90.93.05.500.0000,"10.000,00 "
14.005.08.245.0018.2.015.3.3.90.93.03.500.1402,"10.000,00 "
14.005.08.245.0018.2.015.3.3.90.93.05.800.0000,"0,00 "
14.005.08.245.0018.2.015.4.4.50.52.01.500.0000,"1,00 "
14.005.08.245.0018.2.015.4.4.90.52.01.500.0000,"200.000,00 "
14.005.08.245.0018.2.015.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"134.922,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"2.030.161,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"814.260,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"814.260,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"2.357.150,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.087.872,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"1.357.256,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.50.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.71.70.02.500.1402,"78.000,00 "
14.005.08.245.0018.2.016.3.3.90.30.01.500.0000,"200.000,00 "
14.005.08.245.0018.2.016.3.3.90.30.01.500.0000,"600.000,00 "
14.005.08.245.0018.2.016.3.3.90.30.01.500.0000,"300.000,00 "
14.005.08.245.0018.2.016.3.3.90.30.01.500.0000,"50.000,00 "
14.005.08.245.0018.2.016.3.3.90.30.01.500.0000,"50.000,00 "
14.005.08.245.0018.2.016.3.3.90.30.02.500.1402,"1.000.000,00 "
14.005.08.245.0018.2.016.3.3.90.30.05.500.0000,"1.000.000,00 "
14.005.08.245.0018.2.016.3.3.90.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.90.39.02.500.1402,"1,00 "
14.005.08.245.0018.2.016.3.3.90.39.05.500.0000,"20.000,00 "
14.005.08.245.0018.2.016.3.3.90.39.05.500.0000,"303.144,00 "
14.005.08.245.0018.2.016.3.3.90.39.05.500.0000,"0,00 "
14.005.08.245.0018.2.016.3.3.90.48.01.110.0000,"1,00 "
14.005.08.245.0018.2.016.3.3.90.48.02.500.1402,"679.999,00 "
14.005.08.245.0018.2.016.3.3.90.48.05.500.0000,"1,00 "
14.005.08.245.0018.2.016.3.3.90.93.01.500.0000,"50.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"585.070,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"507.541,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"18.000,00 "
14.005.08.245.0018.2.016.4.4.50.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.71.70.05.500.0000,"9.000,00 "
14.005.08.245.0018.2.016.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.90.52.01.500.0000,"150.000,00 "
14.005.08.245.0018.2.016.4.4.90.52.01.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.90.52.01.500.0000,"50.000,00 "
14.005.08.245.0018.2.016.4.4.90.52.05.500.0000,"50.000,00 "
14.005.08.245.0018.2.016.4.4.90.52.05.500.0000,"0,00 "
14.005.08.245.0018.2.016.4.4.90.52.05.500.0000,"50.000,00 "
14.005.08.245.0018.2.022.3.3.90.39.01.500.0000,"0,00 "
14.005.08.245.0018.2.022.3.3.90.39.02.500.1402,"0,00 "
14.005.08.245.0018.2.022.3.3.90.39.05.500.0000,"0,00 "
14.005.08.245.0018.2.024.3.3.90.39.01.110.0000,"0,00 "
14.005.08.245.0018.2.024.3.3.90.39.02.500.1402,"0,00 "
14.005.08.245.0018.2.024.3.3.90.48.01.110.0000,"0,00 "
14.005.08.245.0018.2.024.3.3.90.48.01.500.0000,"0,00 "
14.005.08.245.0018.2.024.3.3.90.48.01.500.0000,"0,00 "
14.005.08.245.0018.2.024.3.3.90.48.02.500.1402,"0,00 "
14.005.08.245.0018.2.024.3.3.90.48.02.500.1402,"0,00 "
14.005.08.246.0018.2.024.3.3.90.30.05.500.0000,"32.839,00 "
14.005.08.246.0018.2.024.3.3.90.30.05.500.0000,"32.839,00 "
14.005.08.246.0018.2.024.3.3.90.39.05.500.0000,"0,00 "
14.005.08.246.0018.2.024.3.3.90.39.05.500.0000,"44.326,00 "
14.005.08.246.0018.2.024.3.3.90.39.05.500.0000,"0,00 "
14.005.08.246.0018.2.024.3.3.90.39.05.500.0000,"238.800,00 "
14.005.08.246.0018.2.024.3.3.90.39.05.500.0000,"12.000,00 "
14.005.08.246.0018.2.024.3.3.90.93.05.500.0000,"10.000,00 "
14.005.08.246.0018.2.024.4.4.90.52.05.500.0000,"0,00 "
14.005.08.246.0018.2.024.4.4.90.52.05.500.0000,"175.000,00 "
14.007.08.245.0018.1.003.3.3.90.30.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.3.3.90.30.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.3.3.90.30.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.3.3.90.39.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.3.3.90.39.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.3.3.90.39.01.110.0000,"300.000,00 "
14.007.08.245.0018.1.003.3.3.90.39.01.500.0000,"0,00 "
14.007.08.245.0018.1.003.4.4.90.51.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.4.4.90.51.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.4.4.90.51.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.4.4.90.52.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.4.4.90.52.01.110.0000,"0,00 "
14.007.08.245.0018.1.003.4.4.90.52.01.110.0000,"0,00 "
14.007.08.245.0018.2.005.3.3.90.39.01.110.0000,"1,00 "
14.007.08.245.0018.2.015.3.3.50.39.01.110.0000,"0,00 "
14.007.08.245.0018.2.015.3.3.90.30.01.110.0000,"1,00 "
14.007.08.245.0018.2.015.3.3.90.30.02.500.1402,"19.999,00 "
14.007.08.245.0018.2.015.3.3.90.30.01.110.0000,"20.000,00 "
